id,tweet,prediction
b'576,expression watching this again URL,1
b'577,ball URL lol,1
b"578,a freelance writer for braille porn and a stunt double for a hand model for palmolive dishwashing USER_MENTION,0
b"579,in love and i dont care who knows it,1
b"580,raining c,1
b'581,must people insist on talking about stupid politics on the comments of a bubblegum pop song sorry get URL,0
b'582,have to do it all,1
b'583,apparently the is the same build as the gm meaning likely have the same issues i was having with the gm,0
b'584,annoying me this morning says i hogged the bed all night and get up for his shower him and his little black kettle,0
b'585,are you ok USER_MENTION,1
b'586,argh the speakers on my macbook are screwing up and slowly,0
b'587,as simple as it,1
b'588,at chris brown i honestly dont feel bad for rihanna anyways out nd such,0
b'589,at last night,1
b'590,at my tweets lady saying goodnite tweets later lady is saying good morning crazy i would never imagined this yrs,1
b'591,at the nursery the wailing have just ended all sleeping soundly working morning shift tmrw,1
b"592,at the random mention about core that are almost twice as much sense as its not tied to himself about tv every,1
b'593,at work fuck,1
b'594,at work and got loads to do b4 i leave today toodles lufflies,1
b'595,attempting to get other people on than cate to talk to me but it is,1
b'596,aw toy story is coming out next,1
b'597,awake finally random dream i was a penguin but i lived in jersey and i oddly lived in a icecream store lolz,0
b'598,awesome URL,1
b'599,awesome black coffee,1
b'600,aww great song to,1
b'601,aww i gota do,1
b'602,aww someone borrowed it without telling,1
b'603,aww derek is at work back to making kandie with the little ones,1
b"604,b in genetics so thats a towards my gpa what really sucks is that i got a in the class and an is a,0
b'605,baby died last night USER_MENTION,0
b"606,baby girls so upset im not where i need to be with my sewing and its almost and im finally eating a little dinner sigh,0
b'607,baby sitting today shopping tomorrow rue is the best ever,1
b"608,baby you like my favorite dessert i just can not get enough of you love you im yours,1
b'609,back from cali missing,1
b'610,back,1
b'611,back to basics,1
b'612,bad day broken glasses rainy weather,0
b'613,bad night for the,0
b"614,bad timing a new mommy just called for newborn pictures and i cant fit the baby into my schedule no matter how hard i,0
b"615,bahahaha me and jodie burst out doing kevins sos dance epicc,1
b"616,bank account is negative,0
b'617,bas one last time update my status,1
b'618,,1
b"619,bcds closed i guess nodaji it,1
b'620,bed i gotta get up early only more days of this bullshit summer,0
b'621,bed time,1
b'622,bedss gayy oh well goodnight people USER_MENTION and USER_MENTION,1
b'623,been up for days straight lol i never sleep,1
b'624,being afraid of food is an eating disorder,0
b'625,being told im beautiful doesnt make my tummy,1
b"626,besides that great graduation day i finaly made it im a highschool graduate moms word chapter close keep pushing,1
b'627,still no phone bukas pa raw in the afternoon oh well i survived days one more day another day another,1
b'628,such a nice,1
b'629,summertime by dj jazzy jeff and the fresh,1
b'630,the iphone will be out of commission for a,1
b'631,the weather is,1
b'632,things are not good in my head i may not be around a lot this,1
b'633,third date went well moving on to,1
b'634,to the death an awesome random comic for the certifiably not sane,1
b'635,try and enjoy ur family i am here if i need anythinganything love you sisbe brave i know u r strong ur in my,1
b'636,twilight,1
b'637,twitter wont let me send replies today boo,0
b'638,two more,1
b'639,ughh,1
b'640,uva baseball come on boys you can do,1
b'641,water works are gonna,1
b'642,well i wrote a missive post about last night and all the things that happened it got deleted tho by URL,1
b'643,well i guess i knew it was going to break sometime,1
b"644,what canadians have to be proud of URL,1
b'645,why is it,1
b'646,why,1
b'647,xd go,1
b'648,yay for star testing week i start school at this week and i have no school on thursday maybe sf URL,1
b'649,hello world this is where i live URL beautiful woop bed now,1
b'650,shortstack tokiohotel shortstack tokiohotel shortstack tokiohotel shortstack tokiohotel shortstack tokiohotel,1
b'651,squaresp squarespac squarespace trackle giveaways giveway iphonegiveway squarespace squarespce,1
b'652,,1
b"653,me,1
b'654,you were asleep while i gathered my things in the dark the burns on my fingers were all that was left of the spark,0
b'655,news uk maps climate change the picture it paints is an alarming one URL,0
b"656,giving up on you i dont care how you mess up your life EMO_NEG,0
b'657,predict chilly rainy midsummer news in thunder URL,0
b'658,dsi portable game system what will you and i URL,1
b'659,my site getting to the front page and other places in social URL,1
b'660,universe is a living being and conscious and very old and it cares about itself in lots of drunvalo,1
b'661,world makes music for people who listen,1
b'662,new share feature pollute URL,0
b'663,angry mixed motions but soo frustrated x URL,0
b'664,mood i am,1
b'665,i just bought some oreos i hope everyone likes oreos,1
b'666,USER_MENTION,1
b'667,you,1
b'668,,1
b'669,so depressed thanks to you my angel gonna find someone someday who might actually treat me,1
b'670,my way to the doctors with my duo my ass even had breakfast yet,1
b'671,must be in,1
b'672,she was at summer,1
b'673,school grr im not in the mood to take my make up back off then put it on again when the teachers,1
b'674,babbyy i missed you,0
b'675,sunday is,1
b'676,well then you gon have to stop w that shit just be faithful like to moi,1
b'677,why the jonas are bad with us come to,0
b'678,its jonas,1
b"679,ughh anybody wanna come to my house and cook my mom is leavin for work and aint cook me shit cant trust dem,1
b"680,i dont know what to do,1
b'681,i think i lost my spanish book,0
b'682,life can be so complicated i know god has a plan i just have to trust in,1
b'683,oh well at least suzumiya haruhi no yuutsu is on,1
b'684,not really a good night guys buu,1
b'685,i did not get cast in but i will keep looking for some dance opportunities i need some,1
b'686,the ground around me is wet i looked up to see if any drops fall on my face it was drizzle all around but i am missing my,0
b'687,i forgot to bring my new sharpie pens to school today,1
b"688,omg my celly is off this hasnt happened to me in years wtf gota get my bill,0
b'689,the last gadget URL,1
b"690,EMO_NEG this is so,1
b"691,EMO_NEG where ius that one person that can make me smile,1
b'692,s this tweetdeck is killing me hate it,0
b'693,EMO_POS july flowers july,1
b'694,last.fm not,1
b'695,USER_MENTION finally got twitter,1
b'696,USER_MENTION,1
b'697,USER_MENTION i think there may be a connection between paul reubens and the reason why movie theater fl URL,1
b'698,USER_MENTION saw that earlier even comprehend what that couple were feeling really tragic,0
b'699,USER_MENTION temperature is down but the pain is still bad hoping antibiotics kick in soon thanks for asking,0
b'700,USER_MENTION said i tweets less these days so hi,1
b'701,USER_MENTION would love to see you guys sometime and aw rats maybe warm up real fast,1
b"702,USER_MENTION i hope its not actually on here birthday that shes getting shots,1
b'703,USER_MENTION signature has rubbed off my mondayeyes bracelet at least i have plenty of autographs from him but still sad,0
b'704,USER_MENTION all URL,1
b'705,USER_MENTION what happened while i was gone anybody get arrested URL,1
b"706,USER_MENTION ill know if u cant find a replacement ill still pay u if not i wont let u,0
b'707,USER_MENTION seeing a guy dressed up as a banana totally made my day phallic symbol ftw URL,1
b'708,USER_MENTION yep coz of the england game on,1
b'709,allan ruins my,0
b"710,theres my boo,1
b'711,byyee ily2 jamarcuss,1
b'712,i was want to buy the sims but it sold out wtf haha,1
b"713,you aint gotta apologize i know im not ugly,0
b'714,just,1
b'715,have things my way all the time i am selfish everything revolves around me yep im a bitch great for me y,0
b"716,i dont wanna get rid of twitter you guys are too cool,1
b'717,i try i try so hard and i seem to get no credit for it wats the,0
b'718,wide awake but dont actually wanna go to school s,1
b'719,dream,1
b'720,now only have one roommate,1
b'721,im givin myself minutes to turn that frown upside,0
b'722,i cant even say a word right,1
b'723,why am i so sad becuz of u or becuz of the exam i think becuz of u,0
b'724,,1
b'725,and i feel a shallow breath that squeezes past the fifty pounds of stone laid in my,0
b'726,just found out that a friend from my childhood has passed away may he rest in,1
b'727,still in the office,1
b'728,that is,1
b"729,sniffles since i dont get to leave this fucking house aw great the powers gone and its getting dark,0
b'730,i feel so left,1
b'731,sigh we didnt win the contest stupid popularity contest i had so many votes for her also im realy sad i had such a good,1
b'732,noo why things are so complicated if i spelt that wrong,0
b'733,noo why things are so complicated if i spelt thy wrong,0
b'734,EMO_POS butterfly day jun,1
b'735,what does it means,1
b'736,jfk international airport URL,1
b'737,jonas brothers youtube bein,1
b'738,moval court a traffic ticket i should b sleeping,1
b"739,work only hours of it today and then weekend cant wait for the long weekend to begin gonna get some things done for,1
b'740,USER_MENTION praying for my cold to go to my head because a skunk just sprayed my yard this is the w URL,0
b'741,USER_MENTION created from the realms of light pure love commands the fold when you think and speak with love a new world,1
b'742,USER_MENTION the music was so quiet that he was sure there was a massive hoax being played on him alone i URL,1
b'743,USER_MENTION sold out of frozen bananas today URL,0
b'744,USER_MENTION i have no car to come to you,1
b'745,USER_MENTION has disappeared again,1
b'746,USER_MENTION oi tell your daughter to lower her ticket prices we cant afford it in london my sister,1
b'747,USER_MENTION lol a huge fan also the more i think about it the more i think you should hold off on sims,1
b'748,USER_MENTION speaking as a historian wtf do you incorporate twitter buzz by upper middle class north ame URL,0
b'749,USER_MENTION farrah fawcett star of has died from cancer at,0
b'750,USER_MENTION yes before the show i suggested that we ought to do a celebrity deathmatch,1
b'751,USER_MENTION dear hyper chihuahua we only have minutes left together on this drive but i have a URL,1
b'752,USER_MENTION washington capitals would be one of myweakness as,1
b'753,USER_MENTION looking fwd to a twitpic of selma soon cool name add a k to the end and,1
